date,cases
2025-07-23,28.2
2025-07-24,29.333
2025-07-25,29.514499999999998
2025-07-26,29.514499999999998
2025-07-27,29.756999999999998
2025-07-28,30.8
2025-07-29,31.6
2025-07-30,33.0
2025-07-31,33.4
2025-08-01,33.667
2025-08-02,33.667
2025-08-03,34.2
2025-08-04,36.0
2025-08-05,37.6
2025-08-06,38.4
2025-08-07,39.3095
2025-08-08,39.8
2025-08-09,39.8
2025-08-10,40.143
2025-08-11,41.1
2025-08-12,41.8
2025-08-13,43.4
2025-08-14,44.0
2025-08-15,44.0
2025-08-16,44.0
2025-08-17,44.0
2025-08-18,46.667
2025-08-19,47.3665
2025-08-20,48.0
2025-08-21,49.143
2025-08-22,49.757
2025-08-23,49.76649999999999
2025-08-24,50.0
2025-08-25,50.333
2025-08-26,52.2
2025-08-27,52.7085
2025-08-28,53.2
2025-08-29,53.0
2025-08-30,53.0
2025-08-31,53.1
2025-09-01,53.9
2025-09-02,56.0
2025-09-03,56.0
2025-09-04,56.25
2025-09-05,56.25
2025-09-06,56.25
2025-09-07,56.25
